timestamp,realsense_pos_x,realsense_pos_y,realsense_pos_z,realsense_orient_x,realsense_orient_y,realsense_orient_z,realsense_orient_w,vicon_pos_x,vicon_pos_y,vicon_pos_z,vicon_orient_x,vicon_orient_y,vicon_orient_z,vicon_orient_w
1741203733.2998288,0.0955175831913948,0.06372646987438202,0.0010897243628278375,-0.003007112769410014,0.011044293642044067,0.10485661029815674,0.9944215416908264,-130.90560913085938,-125.4507064819336,23.004589080810547,0.004805308395607885,-0.031743084665531,-0.8170593531412222,-0.5756590636102258
1741203733.329303,0.0955076813697815,0.06377549469470978,0.0011014004703611135,-0.003003140911459923,0.011036411859095097,0.10487210750579834,0.9944199919700623,-130.90560913085938,-125.45071411132812,23.004554748535156,0.004816241551529414,-0.03174134742511895,-0.8170578147812516,-0.5756613606134695
1741203733.362926,0.09551339596509933,0.0637899786233902,0.001229632063768804,-0.0030276740435510874,0.01102554053068161,0.10490427911281586,0.9944166541099548,-130.90560913085938,-125.45071411132812,23.004562377929688,0.004820975169452793,-0.031747948675266965,-0.8170561605174476,-0.5756631834646676
1741203733.3943236,0.0956813395023346,0.06381683051586151,0.0011841405648738146,-0.003029327606782317,0.0110336197540164,0.10488176345825195,0.9944189190864563,-130.90560913085938,-125.45071411132812,23.004549026489258,0.004810359431984113,-0.03174411331205247,-0.8170405240366501,-0.575685732028621
1741203733.438432,0.09557744860649109,0.0637955442070961,0.0012338183587417006,-0.0030350841116160154,0.011037107557058334,0.10485274344682693,0.9944218993186951,-130.90560913085938,-125.45072937011719,23.004562377929688,0.0048151483676461635,-0.03174968196441198,-0.8170364884759052,-0.5756910319948213
1741203733.4639535,0.09561442583799362,0.06379365175962448,0.0013598663499578834,-0.003028303384780884,0.011018944904208183,0.10485323518514633,0.9944220781326294,-130.905517578125,-125.45074462890625,23.00455093383789,0.004798204017455768,-0.031743722136614735,-0.8170299135675374,-0.5757009786510697
1741203733.4977987,0.0953235998749733,0.06349015235900879,0.0013317528646439314,-0.0030293967574834824,0.011037972755730152,0.1048058271408081,0.9944268465042114,-130.905517578125,-125.45076751708984,23.00452995300293,0.004793250445666722,-0.03174723481302031,-0.8170150146565889,-0.575721862414507
1741203733.5388265,0.09547176957130432,0.06383145600557327,0.001208437024615705,-0.0030441072303801775,0.011053639464080334,0.1048092171549797,0.9944263100624084,-130.905517578125,-125.45076751708984,23.00452995300293,0.004789587621113322,-0.031753587133344315,-0.8170099675714797,-0.5757287639609506
1741203733.5633214,0.095411516726017,0.06392236053943634,0.0012577422894537449,-0.0030472842045128345,0.011067470535635948,0.10482310503721237,0.9944246411323547,-130.905517578125,-125.4507827758789,23.00452423095703,0.004803406519068831,-0.031753421180128305,-0.8170128651673148,-0.5757243490785692
1741203733.5976937,0.0954284816980362,0.06378552317619324,0.001220929203554988,-0.0030422809068113565,0.011056158691644669,0.10481470823287964,0.9944257140159607,-130.905517578125,-125.45084381103516,23.004547119140625,0.004811316955698719,-0.03174829506967817,-0.8170063324057957,-0.5757339164131812
1741203733.6293247,0.09531582146883011,0.0637771487236023,0.0013071695575490594,-0.0030513533856719732,0.011081836186349392,0.1048005148768425,0.9944268465042114,-130.905517578125,-125.45088958740234,23.004554748535156,0.004807382810808032,-0.03174541986435631,-0.8170079866695996,-0.5757318406808919
1741203733.663085,0.09539467096328735,0.06377603113651276,0.0013116532936692238,-0.00302321114577353,0.011071481741964817,0.10485471040010452,0.9944213628768921,-130.9054718017578,-125.45093536376953,23.00459098815918,0.004804670924524157,-0.03174390652907697,-0.8170041723798094,-0.5757373408446226
1741203733.694437,0.0952448770403862,0.06368142366409302,0.0013003520434722304,-0.0030387358274310827,0.011062565259635448,0.10486014187335968,0.9944208264350891,-130.90541076660156,-125.4510269165039,23.004568099975586,0.00478903971208268,-0.031744388583656816,-0.8169877351088901,-0.5757607744923946
1741203733.7329762,0.09558336436748505,0.06385548412799835,0.001132476725615561,-0.003045496065169573,0.011066165752708912,0.10486583411693573,0.9944201707839966,-130.90541076660156,-125.4510726928711,23.00457191467285,0.0047837265749922754,-0.031743384961826646,-0.8169789053441271,-0.5757734817672207
1741203733.7644153,0.09559305757284164,0.06393053382635117,0.0012225176906213164,-0.003057737834751606,0.011076368391513824,0.10487684607505798,0.9944188594818115,-130.90541076660156,-125.45114135742188,23.004579544067383,0.0047927657569088455,-0.03173334742643598,-0.8169660084084828,-0.5757922792616565
