timestamp,vicon_pos_x,vicon_pos_y,vicon_pos_z,vicon_orient_x,vicon_orient_y,vicon_orient_z,vicon_orient_w
1744654370.645678,0.306921050133611,0.3918896810066213,0.12796284994730253,-0.005985225705873475,-0.016404233307505605,-0.02020935467717277,0.9996432664637795
1744654370.6657772,0.30701601067839296,0.39186492528178424,0.12791430717761273,-0.006211506861106199,-0.015109521637513678,-0.020486602422281185,0.9996566503853167
1744654370.685587,0.3069560144942852,0.39189656169147985,0.12786818437642844,-0.006232692686997602,-0.01642572961485032,-0.020303165289411305,0.9996395002338194
1744654370.7055407,0.30688594517607015,0.3919024257224483,0.12791699091487155,-0.005851794214515576,-0.016599796354423085,-0.020297385606761278,0.9996390445570807
1744654370.725736,0.30698653053901276,0.3918682919304656,0.1279390921232127,-0.006365667928933469,-0.014926186372226645,-0.02036984566072613,0.9996608207887105
1744654370.7464685,0.30700531766793393,0.39189045222401375,0.1279088258705748,-0.006318689831277947,-0.016081532107802884,-0.02041901105432646,0.9996421972243094
1744654370.7661338,0.30690753292423834,0.3919073912186111,0.12790712626469808,-0.006008363014113165,-0.016810225046636863,-0.02019376876226685,0.9996366978112339
1744654370.7852368,0.30692298266741946,0.39189164819103184,0.1278658350332248,-0.006289946429401914,-0.015297995292331092,-0.02033520150908849,0.9996563847110346
1744654370.805227,0.3070037676592185,0.3918726903242839,0.12790438425448067,-0.006430700681966299,-0.016021019237901956,-0.020409754453304268,0.9996426436254476
1744654370.8258457,0.3069486806231105,0.391906225427632,0.1280038679462427,-0.006040249437083038,-0.016578239350580882,-0.02018055624480061,0.9996406466908112
1744654370.8459475,0.3069180563702898,0.3918987634512731,0.12784780015205924,-0.006351449179551306,-0.015500581877151535,-0.020280316609482218,0.9996539900450598
1744654370.865868,0.3069616208002546,0.39190320738107237,0.12786234991445242,-0.006432966115478477,-0.01643059987891253,-0.020220686287856154,0.9996398232266581
1744654370.8857493,0.3069763913557758,0.3918995230408424,0.12799529314416697,-0.00570076996555889,-0.01652562279678266,-0.02023075458337368,0.9996424968867448
1744654370.905776,0.3069419355067052,0.39188593585253684,0.1278864821328962,-0.006345821579550865,-0.015493344000980784,-0.020388318085078783,0.9996519410904025
1744654370.9258075,0.3069405200502267,0.39189369773597116,0.12785442816016146,-0.006129766478857186,-0.016182040918532536,-0.02036375689875298,0.9996428786919828
1744654370.9458694,0.30697286520351486,0.3919110655829674,0.1279591343675358,-0.005846914526900014,-0.016835027201844,-0.02011554639034841,0.9996388148941827
1744654370.9657655,0.30697204940731376,0.39187997085565374,0.12791348695773663,-0.006190876059535147,-0.015267624930036037,-0.020496049983991193,0.9996541825139657
1744654370.9856534,0.30693509052188495,0.3918902343612897,0.12788417524631343,-0.006221757839010658,-0.016190235937958288,-0.02030007357150266,0.9996434729455586
1744654371.0058649,0.3069385693539301,0.3919228349342367,0.12798207147784768,-0.005756294246306413,-0.016551607074574908,-0.020217929085510383,0.9996420082826112
1744654371.0258784,0.3069766680271543,0.3918964997032806,0.12785978469963347,-0.006215922021512262,-0.015078171597245138,-0.020308566547814214,0.9996607290373467
1744654371.045637,0.30696142629530443,0.391884095480825,0.1278871925059744,-0.006452266506726328,-0.016081017708446478,-0.02022791489402575,0.9996452373644497
1744654371.065628,0.30692617648522347,0.39189313678442345,0.1279951522796044,-0.0058664870495584494,-0.01652845127716559,-0.020328842612699623,0.9996395014134365
1744654371.0864718,0.3069800724791178,0.3918945258372666,0.12783478958450933,-0.006511222781483609,-0.015068398952364614,-0.020356361307660914,0.9996580244689752
1744654371.105674,0.30697091919987785,0.39190132790094223,0.12785983544706236,-0.006234268544680968,-0.01599487290759397,-0.02031109552457774,0.9996463161213441
1744654371.125534,0.30691041861728596,0.39190743170541686,0.1280293920004638,-0.005747340356993852,-0.016676200701403097,-0.0199863207446741,0.9996446465580049
1744654371.1458254,0.3069563461523434,0.391875478197298,0.1278531429611205,-0.0064559749543592025,-0.014991842058841597,-0.020321156565983357,0.9996602501124531
1744654371.1661768,0.30698206916036397,0.39189314345318366,0.12785192534667422,-0.006479688471306906,-0.016148778502800044,-0.020345285953136363,0.9996415857344408
1744654371.186128,0.3069284594651069,0.3919033693279446,0.12799133313457098,-0.005873996905917992,-0.016796293492838246,-0.020135155730446004,0.9996389129025353
1744654371.2057707,0.3069549862943171,0.39186832614449846,0.12786299169692614,-0.006404912146966439,-0.015157344322260503,-0.02056115685655461,0.999653175277409
1744654371.225917,0.3069763977490586,0.39188342875912624,0.1279086819207593,-0.006158608360311223,-0.016102892598994015,-0.020193782825864356,0.9996474276104508
1744654371.245883,0.3069521509508271,0.3919129995717249,0.12792509600876248,-0.005862052469970712,-0.016366546624347306,-0.020181659239706426,0.9996451736104991
1744654371.2659698,0.3069416667943959,0.39188023290180257,0.12783737929471087,-0.006468744713379686,-0.015270300462490954,-0.020504905548516725,0.9996522005748123
1744654371.2855685,0.30695328432225766,0.39187328953590794,0.12792618460747907,-0.006244723423071836,-0.016217907363680978,-0.020175854468668902,0.9996453960312985
1744654371.3057718,0.3069554174075608,0.3918934700728894,0.12797835329632634,-0.00614636740302955,-0.01615545050416988,-0.020367054099013168,0.9996431396723944
1744654371.325792,0.30694690670003727,0.3918912618413546,0.12782264356162876,-0.006562834431928516,-0.015246756706868479,-0.020316157672137007,0.9996558004391219
1744654371.3457372,0.306926298026594,0.3918841589704163,0.1279039311527422,-0.006185880227193927,-0.016524738143044598,-0.0201645679015671,0.9996409646050235
1744654371.3658426,0.30697898401321744,0.39189155774541184,0.12801962144990217,-0.00565728699858141,-0.016088294555155796,-0.020256245395455265,0.999649361728702
1744654371.385634,0.30697398647227725,0.3918840447555264,0.12784171133188327,-0.006399962854464084,-0.014827407902499255,-0.02052122469859018,0.9996589757448409
1744654371.4061728,0.3069238649098017,0.3918981690036821,0.1278769904099615,-0.006072008099871765,-0.016461286449419178,-0.02029167302623834,0.9996401376354701
1744654371.425763,0.30694710593607477,0.39189268943855976,0.12797897814644368,-0.005972604549582703,-0.016023461926963176,-0.020118967642376695,0.9996513411203801
1744654371.4456549,0.3069927767871662,0.39186354833475956,0.12787745301553413,-0.006475397994127173,-0.014995223223709067,-0.020493820751202842,0.9996565489268334
1744654371.4657252,0.30692480169940844,0.39190308012156055,0.1278566926048369,-0.006021155562926892,-0.01648822299185975,-0.020350167710969296,0.9996388122028842
1744654371.4856012,0.30692498896204035,0.3918894358581949,0.12794043123346932,-0.00604866741015631,-0.016373781518514402,-0.020145314854674582,0.9996446764679695
1744654371.5058022,0.3069947131821163,0.39186559590475645,0.12792407194115316,-0.006480642932450888,-0.01495553182146651,-0.02051013519925782,0.9996567749428938
1744654371.5256345,0.30696362085943,0.3919062112328893,0.12789231316485442,-0.005915361511491076,-0.016373284767657217,-0.020150027789557327,0.9996453873370225
1744654371.5456405,0.3069292238958697,0.39190702177216347,0.12793439746671753,-0.005765571717639369,-0.016443618512593582,-0.020315994666460807,0.9996417488048873
1744654371.5659153,0.30696798876505055,0.3918618298526148,0.12788970155617066,-0.006451038732503844,-0.015134764406047097,-0.02042976611606473,0.9996559146336744
1744654371.5859683,0.3069842963645889,0.3918808409282939,0.12789750138430594,-0.006312560297305652,-0.016303420053341986,-0.020382289939963272,0.9996393911475581
1744654371.6058886,0.3069298178513329,0.39189422874527513,0.12794009771013767,-0.0060218208550883124,-0.01638457591521455,-0.020054367690263503,0.9996464903565718
1744654371.625734,0.30694084763490587,0.39188217341561854,0.12783858475104706,-0.006234332179657841,-0.0155379326368725,-0.02038685547825649,0.9996519803788488
1744654371.6458004,0.306974086943034,0.39186014692193566,0.12790690637173888,-0.0064450684986773026,-0.016419712961007155,-0.020227925188497302,0.9996397777003945
1744654371.6661806,0.30697622165728816,0.39189250863715475,0.1279746141517981,-0.005917832784810168,-0.01587165765774237,-0.020207385610959566,0.9996523052067137
1744654371.6857169,0.3069384578077758,0.39189386048193753,0.12781636454173512,-0.006335788290762664,-0.01572845176882531,-0.02037232816102644,0.9996486591983155
1744654371.7057993,0.3069509149716115,0.39188391875098266,0.12788173111882933,-0.006495800268970648,-0.01664009903553561,-0.020112848026200735,0.9996381270375937
1744654371.726184,0.30697227370567465,0.39187893395753787,0.12800938089592415,-0.005952134565694492,-0.01604664781803894,-0.020381231230817514,0.9996457785643031
1744654371.7459848,0.30695229405132146,0.39188360888203044,0.12781667660384893,-0.0065303317941445005,-0.015399440392353766,-0.020333033595188683,0.9996533297834194
1744654371.7659178,0.30691300518313885,0.39190019456037306,0.12786004721975341,-0.006236426985044703,-0.01686171128186864,-0.020116080215378813,0.9996360002460274
1744654371.7861326,0.30696013412484835,0.3918964199849108,0.12802558287645913,-0.005790453854374189,-0.0161534418537465,-0.020051931899659262,0.999651667826113
1744654371.80656,0.3070064654583138,0.39185710357028386,0.12786271817818892,-0.0066014350143113396,-0.014982099281769634,-0.02046300583155382,0.999656552596541
1744654371.8259146,0.3069424930840668,0.3918939825157457,0.1278815259590872,-0.005980971397237677,-0.016574696526109923,-0.020336804603062655,0.9996378953374816
1744654371.8458257,0.3069125961896258,0.39190156224048633,0.1279307503918509,-0.006335352189626358,-0.01665964319951761,-0.02016739966236707,0.9996377321769905
1744654371.8658032,0.3069905240792916,0.3918586475510005,0.12786039780851777,-0.006336291646200937,-0.01512542687239257,-0.020294856657101616,0.9996595378744555
1744654371.8859625,0.3069817055501766,0.3918892729924203,0.12793604737404432,-0.0062235448434082305,-0.01650882641406706,-0.02024058032212811,0.9996394575286811
1744654371.906372,0.3068975711979795,0.3919097089456157,0.12793639660332,-0.005585002347516426,-0.01647241298808049,-0.020198016379541755,0.9996446906243539
1744654371.9265323,0.3069604056859734,0.39186751548085,0.127810301102731,-0.006421171227036738,-0.01525264644216428,-0.02048661975810796,0.9996531517218711
1744654371.9464798,0.30701219234935695,0.3918649544429408,0.1279730144698916,-0.006228525727488498,-0.016487269764497412,-0.020284884168732295,0.9996388842363205
1744654371.9662588,0.3069498875356461,0.39189567195847713,0.12795440358498428,-0.005909415604244234,-0.016040670934700085,-0.020166787196095905,0.9996504771055573
1744654371.9855564,0.306923610621674,0.3918925819819913,0.1277753023003708,-0.006579094152793591,-0.015487490010140631,-0.02034943317065709,0.9996513160812361
1744654372.0059218,0.3069751354608995,0.39187043992567105,0.12795159727754743,-0.006165126278719838,-0.01640165410642275,-0.020295397904900776,0.999640472262114
1744654372.026209,0.3070102746260188,0.39186845329771736,0.12799716965866167,-0.0061367175707661556,-0.01571471211239972,-0.020260860456657533,0.999652382608193
1744654372.0456016,0.3069434949736082,0.39188864588324923,0.1277915224749345,-0.00626266966630902,-0.015403293117425346,-0.020462626821839892,0.9996523387825087
1744654372.0660732,0.306899406004525,0.39190350309913385,0.12786483775469756,-0.006255027145206878,-0.016806802125018894,-0.020202784931462648,0.999635060168838
1744654372.0855446,0.30700713333284235,0.39185417095882913,0.12799980544328493,-0.006020402356771943,-0.015328277833979132,-0.0201640067073711,0.9996610482996785
1744654372.106672,0.3070129774805204,0.3918687101600025,0.12789353406906173,-0.006129338393182179,-0.015373214689197721,-0.020441789999878425,0.9996540545121511
1744654372.126394,0.306873971490075,0.3919211281452608,0.12784326926413556,-0.006155334728022161,-0.01725748627887765,-0.020016852383746692,0.9996317405136592
1744654372.1461403,0.30694168873724975,0.3918789159816946,0.12791721834362307,-0.006248703281983423,-0.015778307108634027,-0.020200729954027413,0.9996519040353016
1744654372.1661775,0.3070480320224183,0.3918436860980131,0.12795965164167847,-0.0063740326329605156,-0.01505546501170563,-0.020396238149300323,0.9996582906926909
1744654372.1861596,0.30692094472634945,0.3919078511760504,0.12791239231267162,-0.006057147238577576,-0.016818844991962165,-0.020181908698202224,0.9996364979240023
1744654372.2064707,0.3068661995423306,0.3918870542877347,0.12783585153711438,-0.006152972913382657,-0.016192318283659773,-0.020252845873483936,0.9996448229180966
1744654372.2261643,0.30703524422346823,0.391849040347543,0.12791286486588258,-0.006290120560143484,-0.015092198530272242,-0.020504048516933705,0.9996560628142446
1744654372.2464979,0.3070006796388181,0.39187679881918625,0.12798619856601676,-0.00606684249513664,-0.016677081128580018,-0.020231530376501473,0.9996378111925313
1744654372.2663953,0.3068672858803235,0.3919091385610278,0.1278713329685827,-0.006052909020269872,-0.016176278844997092,-0.02024145031756455,0.9996459243072834
1744654372.2860434,0.30694439176774596,0.39186650123528055,0.1278285480953674,-0.006322026425196944,-0.015340767380067524,-0.020441421294831875,0.9996533604872826
1744654372.3066168,0.3070335141571624,0.39186667782158185,0.1279801173230378,-0.00607873828652436,-0.016462016339746945,-0.020075266158826974,0.9996444541173257
1744654372.326588,0.30692694729892156,0.39190627402454,0.12795512912711418,-0.005584311122971515,-0.015810765773715433,-0.020427702814420176,0.9996507110549446
1744654372.3458312,0.3068664760913154,0.39188753034954255,0.12777571519198996,-0.0065232704818215595,-0.015717560630560477,-0.020314412150826203,0.9996488032749362
1744654372.3662395,0.30699495011383354,0.3918783191811243,0.1279587459499718,-0.006087319264574567,-0.01632936085148735,-0.020200544867993647,0.9996440539038829
1744654372.3861609,0.3070072026832128,0.3918865785108666,0.12798913122219346,-0.006102010250278882,-0.015723674665584067,-0.020276164817252734,0.9996521438311529
