timestamp,realsense_pos_x,realsense_pos_y,realsense_pos_z,realsense_orient_x,realsense_orient_y,realsense_orient_z,realsense_orient_w,vicon_pos_x,vicon_pos_y,vicon_pos_z,vicon_orient_x,vicon_orient_y,vicon_orient_z,vicon_orient_w
1741631506.846901,0.04408489540219307,0.04253874346613884,0.019915509968996048,0.00027935326215811074,0.009088939987123013,-0.019556522369384766,0.9997674226760864,0.14825233592771428,0.2961498637465232,0.1299304017982496,0.019255107418687804,0.005019402278924662,-0.7173597270783237,0.6964187450127761
1741631506.8591423,0.04410434514284134,0.042503438889980316,0.019967105239629745,0.00028371316147968173,0.009098726324737072,-0.019550099968910217,0.9997674822807312,0.14823971375650657,0.2961437507548154,0.1296435075760181,0.020601610394025013,0.0014542967539834387,-0.7167192212351516,0.6970559637376341
1741631506.8794181,0.044568102806806564,0.04284448176622391,0.01991722732782364,0.0002833763137459755,0.009116597473621368,-0.019561544060707092,0.9997671246528625,0.1482923673362441,0.2961295671125826,0.1295766488518584,0.020475296339075903,0.0015905732677252075,-0.7168587826953565,0.6969158614847554
1741631506.8994799,0.044705796986818314,0.04271562770009041,0.020104089751839638,0.0002888404706027359,0.00911848433315754,-0.019572746008634567,0.9997668266296387,0.14839415259300476,0.29607351277963734,0.12989641735512036,0.01990067279477215,0.0020228989096028505,-0.7170281937167068,0.6967570886023865
1741631506.9192677,0.044483959674835205,0.04239137843251228,0.019963709637522697,0.0002660915779415518,0.009096011519432068,-0.019558776170015335,0.9997673630714417,0.14830209355280558,0.29609899181328836,0.12974612676435104,0.020428751002089116,0.002298007869366827,-0.7168856319362849,0.696887635143314
1741631506.9395385,0.04459993168711662,0.04224615916609764,0.020182743668556213,0.0002639979647938162,0.009127499535679817,-0.01956472359597683,0.9997668862342834,0.14823037839212302,0.2961536626206954,0.12960726085464672,0.020470750745681793,0.0016702663061394436,-0.7167175768013714,0.6970610257921075
1741631506.9593413,0.04418833926320076,0.04211011528968811,0.019730133935809135,0.00027471844805404544,0.009147070348262787,-0.019559035077691078,0.9997668862342834,0.1483315043010973,0.2961077689749655,0.1297659064268306,0.01976940358091396,0.0016589697558758217,-0.7169006733145121,0.6968929925767681
1741631506.9793148,0.04452092573046684,0.04246949031949043,0.019966324791312218,0.00026907483697868884,0.00914799515157938,-0.019557349383831024,0.9997668266296387,0.14839751270557067,0.2960569750416877,0.12976181811984258,0.02044974645061062,0.0017200667273508446,-0.716726656020204,0.6970521858445431
1741631506.9992924,0.04463968053460121,0.04235026240348816,0.0201967041939497,0.0002631831739563495,0.009151682257652283,-0.019542070105671883,0.9997671842575073,0.14824846626334504,0.2961173377573517,0.1297102608055316,0.02034133998152359,0.0021431834234935158,-0.7167663067391359,0.6970134131966962
1741631507.0195322,0.0442027822136879,0.04214342311024666,0.019859081134200096,0.00026049790903925896,0.009115763939917088,-0.019556362181901932,0.9997671842575073,0.1482536184900123,0.29615165547500166,0.12975038675116085,0.019768888471683923,0.00173196828456738,-0.7168237713401905,0.6969719306945451
