timestamp,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w
1741201533.9227889,0.002109964843839407,-0.07333920896053314,-0.007139514200389385,-0.003702871035784483,0.011348810978233814,-0.2809453308582306,0.9596495628356934
1741201533.92779,0.00220533087849617,-0.07348926365375519,-0.0072066886350512505,-0.0037079767789691687,0.01135381031781435,-0.2809552252292633,0.9596465826034546
1741201533.9327908,0.002199635375291109,-0.07346320897340775,-0.007209773175418377,-0.0037083737552165985,0.011347598396241665,-0.2809496521949768,0.9596483111381531
1741201533.9377906,0.0021867486648261547,-0.07343178242444992,-0.007212198339402676,-0.003711134660989046,0.01134268008172512,-0.2809467017650604,0.9596492052078247
1741201533.947793,0.002158442046493292,-0.07336147874593735,-0.007203773129731417,-0.0037109581753611565,0.011352934874594212,-0.28095710277557373,0.9596459865570068
1741201533.9527948,0.0021430805791169405,-0.07332243770360947,-0.00719711696729064,-0.0037018705625087023,0.011354854330420494,-0.2809731662273407,0.9596413373947144
1741201533.9577959,0.0021262792870402336,-0.07328049093484879,-0.007187959272414446,-0.003700949251651764,0.011348694562911987,-0.2809828221797943,0.9596385359764099
1741201533.9627957,0.0022323988378047943,-0.07345687597990036,-0.007180146407335997,-0.003703902941197157,0.011349779553711414,-0.281000018119812,0.9596335291862488
1741201533.9677968,0.002224172232672572,-0.07342470437288284,-0.007171969395130873,-0.0036996761336922646,0.011358645744621754,-0.28100448846817017,0.9596320986747742
1741201533.9727976,0.002214487874880433,-0.07338909804821014,-0.007163664326071739,-0.0037008700892329216,0.01136246882379055,-0.28100988268852234,0.9596304893493652
1741201533.9827998,0.0021953440736979246,-0.07331065833568573,-0.00716126523911953,-0.0037012051325291395,0.011358344927430153,-0.2810230255126953,0.9596267342567444
1741201534.0028038,0.0022235088981688023,-0.07339130342006683,-0.007245014887303114,-0.00371045945212245,0.011353645473718643,-0.2810242474079132,0.959626317024231
1741201534.0378096,0.002239509718492627,-0.07342197746038437,-0.007186705246567726,-0.0036923030856996775,0.01135138887912035,-0.2809644341468811,0.9596440196037292
1741201534.042811,0.002222353359684348,-0.07338843494653702,-0.007180076092481613,-0.0036981417797505856,0.011339545249938965,-0.28096774220466614,0.9596431255340576
1741201534.0528128,0.002191206207498908,-0.07331577688455582,-0.007160766050219536,-0.0036957361735403538,0.011346379294991493,-0.28095847368240356,0.9596458077430725
1741201534.0678158,0.002309818286448717,-0.07358121126890182,-0.007179483771324158,-0.003709868062287569,0.01135040819644928,-0.2809547185897827,0.9596467018127441
1741201534.0878189,0.0022848406806588173,-0.07349125295877457,-0.007141695823520422,-0.0037112815771251917,0.011346518993377686,-0.2809532880783081,0.9596472382545471
1741201534.0978208,0.0022706433665007353,-0.07352538406848907,-0.007187549956142902,-0.003709696000441909,0.0113762728869915,-0.2809630036354065,0.9596440196037292
1741201534.107823,0.0022410170640796423,-0.07346368581056595,-0.007187625393271446,-0.003712056903168559,0.011369607411324978,-0.2809560000896454,0.9596461653709412
1741201534.1178248,0.002208807971328497,-0.0733925998210907,-0.0071969726122915745,-0.003705443814396858,0.011368785053491592,-0.28096145391464233,0.9596445560455322
1741201534.1378288,0.0021645089145749807,-0.07338317483663559,-0.007172922138124704,-0.003713607555255294,0.011372581124305725,-0.2809947431087494,0.9596347212791443
1741201534.14283,0.0021433597430586815,-0.07334306836128235,-0.007160681765526533,-0.0037108599208295345,0.011362649500370026,-0.28099218010902405,0.9596356749534607
1741201534.1528308,0.0021095185074955225,-0.07326415181159973,-0.007135938853025436,-0.0037052901461720467,0.0113579872995615,-0.280998557806015,0.9596338868141174
1741201534.1578326,0.0020917700603604317,-0.07322206348180771,-0.007122605107724667,-0.0037059085443615913,0.011348227970302105,-0.281004935503006,0.9596320986747742
1741201534.162833,0.0022527400869876146,-0.07352720201015472,-0.007162450347095728,-0.003708366770297289,0.01136020477861166,-0.28100061416625977,0.9596332311630249
1741201534.1728349,0.0022293818183243275,-0.07347710430622101,-0.007153461687266827,-0.0037155798636376858,0.01136308629065752,-0.280985951423645,0.9596374034881592
1741201534.1878376,0.0021919787395745516,-0.07339058071374893,-0.007125047966837883,-0.0037042887415736914,0.011361016891896725,-0.28099408745765686,0.9596351981163025
1741201534.2428477,0.002128595020622015,-0.07332271337509155,-0.007139310706406832,-0.0037217726930975914,0.011334794573485851,-0.2810482680797577,0.9596195220947266
1741201534.2478487,0.002108413027599454,-0.07328101247549057,-0.00712450360879302,-0.003715530736371875,0.011331884190440178,-0.2810560464859009,0.9596173167228699
1741201534.257839,0.0020638632122427225,-0.07318896800279617,-0.007089573424309492,-0.003706409828737378,0.011347421444952488,-0.28105905652046204,0.9596162438392639
1741201534.2628398,0.0021936215925961733,-0.07341396063566208,-0.007193736266344786,-0.0036924637388437986,0.011343760415911674,-0.2810439169406891,0.9596207141876221
1741201534.2778428,0.0021389643661677837,-0.07329990714788437,-0.007143096067011356,-0.0036836194340139627,0.011357691138982773,-0.28105300664901733,0.9596179127693176
1741201534.2828436,0.0021280385553836823,-0.0732627585530281,-0.007132732775062323,-0.003683661576360464,0.011344442144036293,-0.2810513973236084,0.9596186280250549
1741201534.3428547,0.0021511679515242577,-0.07329209893941879,-0.0072132013738155365,-0.0037241666577756405,0.011357379145920277,-0.2810696065425873,0.959613025188446
1741201534.3728597,0.0021674258168786764,-0.0733739361166954,-0.007242764811962843,-0.0037559170741587877,0.011367496103048325,-0.2810460031032562,0.9596197009086609
