timestamp,realsense_pos_x,realsense_pos_y,realsense_pos_z,realsense_orient_x,realsense_orient_y,realsense_orient_z,realsense_orient_w,vicon_pos_x,vicon_pos_y,vicon_pos_z,vicon_orient_x,vicon_orient_y,vicon_orient_z,vicon_orient_w
1741631468.243045,0.040831420570611954,0.042658936232328415,0.008619423024356365,-0.0012120137689635158,0.008404206484556198,-0.019977383315563202,0.9997644424438477,0.1485966678080241,0.2963819157371241,0.1304021607802877,0.0008690801214578552,-0.005628347979920283,-0.7170495440614797,0.6969989366993207
1741631468.2579389,0.040834832936525345,0.04265032336115837,0.008770765736699104,-0.001207195222377777,0.00840109121054411,-0.019963491708040237,0.9997646808624268,0.1484734247261259,0.29640546949277935,0.13044094688125005,0.000537439963506609,-0.005315168794289941,-0.7170093202892619,0.697043108248912
1741631468.2807198,0.0404340960085392,0.04284744709730148,0.00854550302028656,-0.0012029496720060706,0.008420226164162159,-0.019948221743106842,0.9997649192810059,0.14842208672287754,0.29644151164002325,0.13018395197914956,0.0009535621719488392,-0.005797822479303567,-0.716964904812422,0.6970845007895365
1741631468.297801,0.04043116793036461,0.042853131890296936,0.008769560605287552,-0.0011951852357015014,0.008414393290877342,-0.01993548311293125,0.999765157699585,0.14853132037126954,0.2964116747304767,0.1303434958762378,0.0005495719990580533,-0.005211257653040125,-0.7170530615049653,0.6969988864773371
1741631468.3206844,0.04000381380319595,0.04273735731840134,0.00844867154955864,-0.0011786352843046188,0.008420444093644619,-0.019953280687332153,0.9997648000717163,0.14858208459675515,0.2963809460611254,0.13045144190525618,0.0009308487461047097,-0.005785900774840858,-0.7171513171199733,0.6968928506061195
1741631468.340585,0.039699092507362366,0.04256619140505791,0.008365371264517307,-0.0011786026880145073,0.008416177704930305,-0.01998003013432026,0.9997643232345581,0.14845036202358247,0.296407863489011,0.13024486467428967,0.0011070902544402144,-0.006080063538604041,-0.7170702204314362,0.6969735333202738
1741631468.3605354,0.039634644985198975,0.04253249242901802,0.0086425906047225,-0.0011814679019153118,0.008420180529356003,-0.01995827816426754,0.9997647404670715,0.14840853411551114,0.2964484313849487,0.13033128625621535,0.0006335466520085506,-0.005722791677036711,-0.7171901248154817,0.6968537674011779
1741631468.3807898,0.040029291063547134,0.04224075749516487,0.00893324427306652,-0.0011609047651290894,0.008458182215690613,-0.019955502822995186,0.9997644424438477,0.14858464717798753,0.29640769373259895,0.130382041360078,0.0009750908412940323,-0.005446176743412167,-0.7170825321959502,0.6969663050508071
1741631468.3977807,0.03999412804841995,0.042211420834064484,0.009180348366498947,-0.0011755875311791897,0.008452692069113255,-0.019924841821193695,0.9997650980949402,0.14855152911830924,0.2963724750512373,0.13029412465781795,0.0011540262283095649,-0.005883768653662323,-0.7168981210010831,0.6971521595713601
1741631468.4206347,0.0397157222032547,0.04254863038659096,0.009221279062330723,-0.0011650263331830502,0.008445492014288902,-0.019919566810131073,0.9997652769088745,0.14838394547158265,0.2964413541692743,0.13041688508442872,0.0003451630330731707,-0.0048765408178445485,-0.7171502129364783,0.6969014796205389
